Last,Theor.,IV,Delta,Gamma,Theta,Vega,"Last Trade",Strike,Last,Theor.,IV,Delta,Gamma,Theta,Vega,"Last Trade"
9.46,9.54,14.36%,0.40199,0.01118,-0.06327,0.93406,11/12/21,476.00,21.21,18.72,13.35%,-0.60756,0.01184,-0.07212,0.92622,11/11/21
8.92,9.03,14.21%,0.38966,0.01120,-0.06215,0.92629,11/12/21,477.00,21.10,19.22,13.20%,-0.62073,0.01185,-0.07097,0.91681,11/10/21
7.16,8.55,14.08%,0.37737,0.01119,-0.06104,0.91755,11/12/21,478.00,20.65,19.74,13.05%,-0.63407,0.01185,-0.06974,0.90613,11/10/21
6.90,8.08,13.94%,0.36497,0.01118,-0.05985,0.90775,11/11/21,479.00,20.75,20.28,12.91%,-0.64739,0.01182,-0.06851,0.89433,11/08/21
7.63,7.63,13.81%,0.35258,0.01115,-0.05864,0.89697,11/12/21,480.00,21.75,20.83,12.76%,-0.66085,0.01178,-0.06719,0.88122,11/12/21
5.95,7.19,13.68%,0.34008,0.01111,-0.05736,0.88509,11/12/21,481.00,21.48,21.40,12.62%,-0.67430,0.01172,-0.06583,0.86692,11/05/21
6.70,6.77,13.55%,0.32765,0.01105,-0.05606,0.87224,11/12/21,482.00,32.22,21.99,12.49%,-0.68770,0.01163,-0.06445,0.85145,10/22/21
6.22,6.37,13.43%,0.31518,0.01096,-0.05471,0.85854,11/12/21,483.00,23.58,22.59,12.35%,-0.70111,0.01153,-0.06301,0.83474,11/12/21
5.18,5.98,13.31%,0.30277,0.01087,-0.05331,0.84367,11/11/21,484.00,29.65,23.22,12.22%,-0.71440,0.01140,-0.06155,0.81693,11/01/21
5.60,5.60,13.18%,0.29035,0.01076,-0.05185,0.82766,11/12/21,485.00,23.65,23.86,12.09%,-0.72764,0.01126,-0.06003,0.79792,11/09/21
4.66,5.26,13.10%,0.27859,0.01062,-0.05054,0.81153,11/12/21,486.00,0.00,24.52,11.97%,-0.74070,0.01109,-0.05851,0.77792,N/A
4.27,4.94,13.00%,0.26679,0.01048,-0.04915,0.79431,11/11/21,487.00,29.98,25.19,11.85%,-0.75364,0.01090,-0.05694,0.75682,11/03/21
4.53,4.62,12.90%,0.25502,0.01032,-0.04769,0.77612,11/12/21,488.00,27.50,25.89,11.73%,-0.76632,0.01068,-0.05537,0.73490,11/09/21
3.66,4.32,12.80%,0.24355,0.01014,-0.04625,0.75739,11/12/21,489.00,27.90,26.60,11.63%,-0.77867,0.01045,-0.05381,0.71231,11/09/21
3.86,4.04,12.72%,0.23235,0.00994,-0.04481,0.73826,11/12/21,490.00,26.50,27.33,11.52%,-0.79080,0.01020,-0.05223,0.68891,11/08/21
3.69,3.77,12.64%,0.22147,0.00973,-0.04339,0.71858,11/12/21,491.00,29.34,28.07,11.40%,-0.80300,0.00994,-0.05055,0.66409,11/09/21
3.51,3.51,12.56%,0.21059,0.00952,-0.04189,0.69793,11/12/21,492.00,31.26,28.83,11.30%,-0.81460,0.00965,-0.04894,0.63929,11/11/21
2.66,3.28,12.50%,0.20041,0.00929,-0.04051,0.67777,11/12/21,493.00,0.00,29.60,11.19%,-0.82607,0.00935,-0.04729,0.61356,N/A
2.99,3.06,12.43%,0.19031,0.00905,-0.03908,0.65682,11/12/21,494.00,32.98,30.38,11.08%,-0.83738,0.00904,-0.04560,0.58694,11/03/21
2.79,2.85,12.36%,0.18057,0.00880,-0.03767,0.63577,11/12/21,495.00,33.84,31.18,10.98%,-0.84812,0.00871,-0.04397,0.56047,11/03/21
2.57,2.66,12.32%,0.17137,0.00855,-0.03633,0.61514,11/12/21,496.00,0.00,31.99,10.88%,-0.85844,0.00837,-0.04237,0.53393,N/A
2.45,2.45,12.23%,0.16159,0.00829,-0.03476,0.59226,11/12/21,497.00,0.00,32.82,10.78%,-0.86851,0.00802,-0.04075,0.50689,N/A
2.24,2.30,12.21%,0.15350,0.00803,-0.03358,0.57263,11/12/21,498.00,35.02,33.66,10.68%,-0.87807,0.00767,-0.03919,0.48013,11/12/21
2.17,2.13,12.16%,0.14519,0.00776,-0.03227,0.55174,11/12/21,499.00,0.00,34.51,10.58%,-0.88733,0.00730,-0.03763,0.45317,N/A
2.00,2.00,12.15%,0.13779,0.00750,-0.03114,0.53255,11/12/21,500.00,35.55,35.55,10.90%,-0.88692,0.00711,-0.03843,0.45437,11/12/21
1.77,1.86,12.11%,0.12997,0.00723,-0.02983,0.51158,11/12/21,501.00,0.00,36.24,10.38%,-0.90482,0.00656,-0.03455,0.39911,N/A
2.27,1.73,12.07%,0.12269,0.00696,-0.02860,0.49148,11/08/21,502.00,0.00,37.11,10.26%,-0.91329,0.00617,-0.03299,0.37135,N/A
1.50,1.61,12.05%,0.11581,0.00670,-0.02742,0.47188,11/12/21,503.00,0.00,38.01,10.19%,-0.92047,0.00581,-0.03168,0.34694,N/A
1.40,1.50,12.03%,0.10934,0.00644,-0.02630,0.45290,11/12/21,504.00,0.00,38.91,10.08%,-0.92778,0.00543,-0.03028,0.32120,N/A
1.36,1.40,12.02%,0.10330,0.00618,-0.02524,0.43469,11/12/21,505.00,48.48,39.82,9.99%,-0.93459,0.00506,-0.02895,0.29631,10/29/21
1.30,1.30,12.01%,0.09747,0.00611,-0.02419,0.41667,11/12/21,506.00,0.00,40.74,9.89%,-0.94088,0.00470,-0.02770,0.27254,N/A
0.99,1.22,12.01%,0.09209,0.00569,-0.02321,0.39964,11/12/21,507.00,0.00,41.67,9.79%,-0.94695,0.00433,-0.02646,0.24879,N/A
1.06,1.13,11.99%,0.08672,0.00545,-0.02219,0.38218,11/12/21,508.00,0.00,42.59,9.67%,-0.95279,0.00397,-0.02523,0.22510,N/A
0.92,0.99,12.00%,0.07721,0.00499,-0.02037,0.35016,11/12/21,510.00,48.05,44.48,9.42%,-0.96337,0.00325,-0.02292,0.17987,11/11/21
0.71,0.86,12.00%,0.06847,0.00455,-0.01860,0.31939,11/12/21,512.00,0.00,46.38,9.11%,-0.97288,0.00255,-0.02074,0.13606,N/A
0.77,0.75,12.01%,0.06080,0.00414,-0.01701,0.29125,11/10/21,514.00,0.00,48.29,8.67%,-0.98175,0.00180,-0.01860,0.09165,N/A
0.67,0.70,12.02%,0.05725,0.00395,-0.01624,0.27783,11/12/21,515.00,51.03,49.26,8.38%,-0.98578,0.00142,-0.01760,0.06996,11/04/21
0.49,0.49,12.07%,0.04216,0.00308,-0.01282,0.21764,11/12/21,520.00,54.86,54.38,10.40%,-0.97489,0.00207,-0.02114,0.12636,11/12/21
0.34,0.36,12.22%,0.03184,0.00242,-0.01035,0.17300,11/12/21,525.00,0.00,59.29,10.26%,-0.98368,0.00135,-0.01882,0.08143,N/A
0.26,0.26,12.35%,0.02368,0.00187,-0.00819,0.13515,11/12/21,530.00,0.00,64.39,11.99%,-0.97648,0.00169,-0.02170,0.11855,N/A
0.19,0.19,12.50%,0.01772,0.00144,-0.00650,0.10573,11/12/21,535.00,70.44,69.35,12.35%,-0.98030,0.00137,-0.02075,0.09924,11/04/21
0.12,0.14,12.67%,0.01332,0.00111,-0.00516,0.08275,11/12/21,540.00,91.00,74.32,12.72%,-0.98318,0.00113,-0.01999,0.08407,10/19/21
0.10,0.10,12.78%,0.00975,0.00084,-0.00398,0.06313,11/12/21,545.00,0.00,79.30,13.15%,-0.98518,0.00095,-0.01947,0.07325,N/A
0.08,0.08,13.07%,0.00781,0.00068,-0.00335,0.05196,11/12/21,550.00,0.00,84.29,13.67%,-0.98633,0.00083,-0.01923,0.06687,N/A
0.05,0.05,12.98%,0.00512,0.00047,-0.00229,0.03573,11/12/21,555.00,0.00,89.28,14.16%,-0.98740,0.00073,-0.01897,0.06085,N/A
0.05,0.05,13.57%,0.00492,0.00043,-0.00232,0.03449,11/12/21,560.00,0.00,94.27,14.62%,-0.98839,0.00064,-0.01870,0.05515,N/A
0.03,0.04,13.82%,0.00394,0.00035,-0.00194,0.02830,11/11/21,565.00,0.00,99.26,15.06%,-0.98933,0.00056,-0.01841,0.04969,N/A
0.03,0.03,13.98%,0.00299,0.00027,-0.00153,0.02211,11/12/21,570.00,0.00,104.26,15.67%,-0.98953,0.00053,-0.01846,0.04846,N/A
0.03,0.03,14.52%,0.00289,0.00025,-0.00155,0.02143,11/10/21,575.00,0.00,109.26,16.27%,-0.98972,0.00050,-0.01851,0.04733,N/A
0.04,0.02,14.79%,0.00240,0.00021,-0.00133,0.01813,11/10/21,580.00,0.00,114.25,16.64%,-0.99053,0.00044,-0.01820,0.04250,N/A
0.03,0.02,15.31%,0.00233,0.00020,-0.00134,0.01762,11/10/21,585.00,0.00,119.25,17.23%,-0.99067,0.00041,-0.01824,0.04164,N/A
0.02,0.02,15.51%,0.00187,0.00016,-0.00112,0.01446,11/10/21,590.00,0.00,124.25,17.81%,-0.99080,0.00039,-0.01829,0.04084,N/A
0.02,0.02,16.00%,0.00182,0.00015,-0.00112,0.01408,11/12/21,595.00,151.18,129.24,18.12%,-0.99152,0.00034,-0.01795,0.03644,09/17/21
0.02,0.02,16.50%,0.00177,0.00014,-0.00113,0.01374,11/12/21,600.00,146.44,134.24,18.68%,-0.99162,0.00033,-0.01799,0.03584,10/27/21
0.01,0.02,16.57%,0.00135,0.00011,-0.00089,0.01073,11/10/21,605.00,0.00,139.24,19.24%,-0.99171,0.00031,-0.01803,0.03529,N/A
0.01,0.02,17.04%,0.00132,0.00011,-0.00089,0.01048,11/10/21,610.00,0.00,144.24,19.79%,-0.99179,0.00030,-0.01808,0.03477,N/A
0.01,0.02,17.51%,0.00128,0.00010,-0.00090,0.01025,11/10/21,615.00,0.00,149.23,20.03%,-0.99242,0.00026,-0.01771,0.03079,N/A
0.01,0.02,17.97%,0.00125,0.00010,-0.00090,0.01003,11/10/21,620.00,208.20,154.23,20.57%,-0.99248,0.00025,-0.01775,0.03041,05/17/21
0.01,0.02,18.42%,0.00123,0.00009,-0.00091,0.00982,11/10/21,625.00,0.00,159.23,21.10%,-0.99254,0.00024,-0.01779,0.03005,N/A
0.01,0.01,18.27%,0.00085,0.00007,-0.00064,0.00699,11/12/21,630.00,0.00,164.22,21.27%,-0.99312,0.00021,-0.01741,0.02629,N/A
"Downloaded from Barchart.com as of 11-13-2021 12:54pm CST"
